,lead_time,no_of_special_requests,avg_price_per_room,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
2040,38,0,84.0,10,4766,13,3,1,0,0,1
2041,124,0,143.1,9,21920,20,4,5,1,0,0
2042,10,0,66.0,1,662,28,2,1,0,0,1
2043,55,2,150.45,5,32447,11,4,4,1,0,1
2044,21,2,175.95,6,15929,1,4,4,0,0,1
2045,52,3,94.5,10,30621,23,4,2,1,0,1
2046,253,3,89.25,9,31205,12,4,5,2,0,1
2047,147,1,127.93,7,25839,3,4,2,2,0,1
2048,52,1,79.5,2,29922,26,4,2,1,3,0
2049,127,0,143.1,9,13219,1,4,3,1,0,0
2050,53,0,96.3,3,9187,6,4,1,2,0,0
2051,211,0,78.3,11,12290,18,4,1,0,0,0
2052,156,1,134.58,8,20536,16,4,7,2,1,0
2053,16,2,65.0,12,28019,4,2,0,1,0,1
2054,377,1,115.0,10,27571,14,3,2,0,1,0
2055,0,0,136.0,2,11172,15,4,1,1,0,1
2056,3,1,126.0,9,12271,13,4,0,1,0,1
2057,19,2,174.0,9,36070,15,4,2,0,0,1
2058,120,2,132.3,10,32279,13,4,3,0,0,1
2059,74,0,109.0,9,14962,18,3,2,0,1,1
2060,76,1,80.75,9,5503,15,4,5,0,0,1
2061,95,1,104.4,10,17316,27,4,3,0,0,1
2062,2,0,65.0,7,9468,29,2,1,0,0,1
2063,92,0,100.0,3,10788,26,3,1,2,0,0
2064,3,0,58.0,12,1239,3,3,3,2,0,1
2065,74,0,112.0,2,9144,21,3,3,2,0,1
2066,2,1,176.0,5,13488,26,4,3,0,0,1
2067,29,0,73.21,10,16487,13,4,4,0,0,1
2068,204,0,100.0,5,25207,5,3,3,0,0,0
2069,35,1,97.4,12,35572,2,4,2,2,0,1
2070,69,0,120.0,6,21364,12,3,4,2,0,0
2071,39,0,81.9,3,3985,14,4,2,1,0,1
2072,24,1,153.23,11,7553,7,4,2,1,0,1
2073,185,2,81.77,5,9955,6,4,2,0,0,0
2074,60,2,149.4,9,23555,10,4,6,2,0,1
2075,8,0,130.0,11,26562,5,3,1,0,0,1
2076,21,0,133.5,9,13400,29,4,4,0,0,0
2077,270,0,62.8,4,25605,20,3,4,0,0,0
2078,95,0,81.5,3,30447,23,4,3,0,3,1
2079,13,1,141.0,6,15218,19,4,1,2,0,1
2080,276,0,61.0,5,16214,13,3,3,2,0,0
2081,0,2,90.0,8,1904,5,4,3,0,0,1
2082,6,0,57.75,8,35554,13,3,6,2,0,1
2083,1,1,184.0,9,23665,13,2,1,0,0,1
2084,60,0,75.0,11,26207,18,3,2,0,0,1
2085,0,0,160.0,9,1117,27,2,1,0,0,1
2086,101,0,95.88,6,24108,17,3,2,0,0,0
2087,112,0,58.9,3,2125,21,4,2,1,3,1
2088,22,3,130.0,11,12790,11,4,2,0,0,1
2089,6,0,0.0,12,15006,10,4,2,0,1,1
2090,96,0,110.97,10,4087,26,4,2,0,0,0
2091,54,1,96.0,11,1084,11,4,2,1,0,0
2092,112,1,52.85,12,10973,4,4,2,2,0,1
2093,292,0,115.0,7,15069,21,3,2,0,1,0
2094,23,2,110.0,8,5204,31,4,4,0,3,1
2095,11,1,75.92,3,7839,1,4,2,0,0,1
2096,196,1,80.75,8,3173,3,4,4,1,3,1
2097,82,1,140.4,6,29584,10,4,2,0,0,1
2098,308,2,78.3,11,34112,23,4,3,0,0,0
2099,104,1,98.64,9,8871,5,4,5,2,0,1
2100,205,0,90.0,5,15093,29,3,1,2,0,0
2101,35,0,68.0,12,26323,7,3,4,0,0,1
2102,0,0,89.0,5,6969,9,4,0,1,3,1
2103,66,0,75.0,10,35899,9,3,2,1,0,0
2104,29,1,143.52,5,26195,9,4,4,1,0,1
2105,35,1,80.3,2,6000,12,4,2,0,0,1
2106,193,0,108.9,9,17584,1,4,3,0,0,0
2107,84,1,60.98,11,18202,5,4,1,0,3,1
2108,149,0,71.0,1,13364,17,3,3,2,0,1
2109,33,0,95.0,1,29920,25,2,1,1,0,1
2110,7,3,143.0,9,32127,20,4,1,0,0,1
2111,71,0,85.0,9,19767,22,3,3,0,0,1
2112,274,1,96.5,7,11398,31,4,1,2,0,1
2113,88,0,112.2,10,18512,5,3,1,1,1,1
2114,73,0,85.67,11,13971,24,3,3,0,0,1
2115,43,0,75.0,10,29907,13,3,1,0,0,1
2116,0,1,67.0,12,16712,13,2,1,0,0,1
2117,149,0,85.5,8,31881,28,4,0,2,3,0
2118,80,0,107.1,6,16471,26,4,3,2,0,1
2119,120,0,99.45,5,24477,9,4,3,1,0,0
2120,18,2,77.0,1,19595,30,4,1,1,3,1
2121,38,0,73.1,3,7848,4,3,2,0,0,1
2122,12,0,148.0,12,4575,30,4,2,0,0,1
2123,136,1,138.76,12,18689,26,4,3,1,1,0
2124,19,0,87.2,9,18333,11,4,0,2,0,1
2125,290,0,72.0,6,18242,17,3,2,1,0,0
2126,132,1,101.58,7,27646,11,4,3,1,0,1
2127,99,0,81.0,2,12920,19,2,1,0,0,1
2128,72,2,85.0,11,26334,19,4,2,0,0,1
2129,23,0,87.0,1,34240,2,3,1,2,1,1
2130,327,0,0.0,9,19129,9,4,4,2,1,1
2131,145,1,116.45,7,31882,30,4,2,2,0,1
2132,50,0,98.64,9,35914,1,4,3,0,0,1
2133,4,1,97.75,12,2239,2,4,5,2,0,1
2134,4,1,112.0,5,9019,21,3,1,1,1,1
2135,0,0,65.0,5,30190,23,2,0,1,0,1
2136,2,1,95.0,4,19825,20,4,1,0,0,1
2137,172,0,95.0,6,2427,24,4,2,0,0,0
2138,18,2,157.0,12,31958,30,4,2,0,0,1
2139,21,0,85.0,10,21163,4,3,3,0,0,1
2140,39,0,101.5,8,6683,14,3,2,0,1,1
2141,0,1,75.0,12,23281,11,2,1,0,0,1
2142,166,0,110.0,11,33205,1,3,3,0,0,0
2143,63,1,85.0,11,2543,12,4,3,1,0,1
2144,269,0,70.0,12,30708,29,3,3,2,0,1
2145,85,0,100.0,9,8856,30,3,3,0,1,1
2146,8,0,77.6,12,35642,16,4,4,0,0,1
2147,8,2,134.75,9,17731,1,3,3,0,1,1
2148,232,0,100.3,9,563,5,4,3,1,0,0
2149,68,3,135.0,10,24954,8,4,1,2,0,1
2150,239,0,92.65,12,12792,26,4,4,1,0,0
2151,2,1,107.0,11,8258,6,4,1,0,0,1
2152,42,1,129.2,11,20097,14,4,4,1,1,0
2153,74,2,109.0,9,28549,18,3,2,0,1,1
2154,128,1,126.9,6,33295,6,4,2,1,0,1
2155,42,1,80.3,1,33376,16,4,1,0,0,1
2156,33,1,84.57,2,27092,10,4,3,0,0,1
2157,143,0,90.0,8,31336,25,3,3,0,0,1
2158,29,0,85.0,12,14684,2,2,2,0,0,1
2159,32,1,154.0,9,16225,27,4,2,0,0,0
2160,213,0,130.0,6,28206,7,3,3,0,0,0
2161,57,1,135.99,9,13211,3,4,5,2,0,1
2162,72,1,96.3,4,14759,2,4,1,1,0,1
2163,36,1,112.59,9,22684,9,4,1,0,3,1
2164,279,0,110.0,10,26504,12,3,3,0,0,0
2165,1,1,89.5,12,32634,20,4,3,0,0,1
2166,25,2,108.0,9,16837,12,4,0,1,0,1
2167,32,1,49.67,2,29806,22,3,5,1,0,1
2168,151,0,71.0,1,8199,19,3,3,0,0,1
2169,16,0,95.0,10,33321,2,2,1,2,0,1
2170,17,2,114.4,9,23086,10,4,3,2,0,1
2171,133,0,122.63,10,9693,31,4,3,1,0,0
2172,71,1,58.25,3,24435,14,4,4,1,0,1
2173,108,1,94.5,5,12684,2,4,2,1,3,1
2174,67,1,95.4,12,8500,5,4,1,2,3,1
2175,273,0,94.5,6,4650,24,4,2,1,0,0
2176,4,1,0.0,2,779,15,1,2,1,0,1
2177,39,0,129.7,9,18579,25,4,0,1,0,1
2178,118,0,110.0,6,33964,6,3,2,1,0,1
2179,13,0,104.0,4,12741,26,4,2,0,3,1
2180,0,0,0.0,1,1005,20,1,1,0,0,1
2181,17,0,69.6,12,13878,14,4,0,1,0,1
2182,0,1,65.0,3,12325,14,2,2,1,0,1
2183,116,0,80.75,6,4362,11,4,1,1,0,0
2184,1,1,88.0,2,2383,25,4,1,0,3,1
2185,26,1,116.85,9,30582,5,4,4,2,0,0
2186,5,3,124.5,9,9421,3,4,2,0,3,1
2187,0,0,54.31,11,19153,28,4,1,0,0,1
2188,167,1,114.04,9,28966,29,4,5,2,0,0
2189,12,0,65.0,8,19332,5,2,3,0,0,1
2190,208,0,104.62,7,34405,21,4,2,0,0,0
2191,265,1,115.0,6,27569,24,3,2,0,1,0
2192,250,1,99.3,9,12185,3,4,1,2,0,1
2193,60,3,105.4,12,1354,23,4,2,2,0,1
2194,245,0,75.0,6,9758,17,3,2,0,0,0
2195,150,0,101.0,1,18858,2,3,1,2,1,1
2196,304,0,89.0,11,19776,3,3,3,0,0,0
2197,78,1,115.68,8,33183,19,4,2,1,0,1
2198,9,0,139.0,9,34452,19,4,1,1,3,1
2199,49,2,120.06,3,21756,17,4,3,1,0,1
2200,43,0,150.3,6,32198,30,4,3,0,0,0
2201,159,1,114.75,5,1728,13,4,2,2,0,0
2202,4,0,80.0,2,11839,19,2,1,0,0,0
2203,25,1,139.0,10,7871,21,4,2,0,0,1
2204,315,0,52.0,12,12006,2,3,2,0,0,1
2205,14,0,100.0,10,9785,15,3,1,0,0,1
2206,135,1,94.5,8,26973,23,4,5,0,0,0
2207,95,2,77.86,12,23219,7,4,4,0,0,1
2208,37,1,81.9,3,8072,1,4,2,0,0,0
2209,6,0,88.92,3,3491,22,4,5,0,3,1
2210,213,1,80.24,5,22867,29,3,5,3,0,1
2211,34,0,224.67,9,28208,23,3,3,0,1,0
2212,93,1,79.2,12,9002,18,4,1,2,3,1
2213,2,0,92.86,11,36150,18,4,2,2,0,1
2214,54,0,91.13,4,34419,30,4,1,1,0,0
2215,35,0,125.1,7,5594,25,4,0,1,3,0
2216,163,2,76.5,8,16799,19,4,4,2,0,1
2217,2,1,109.0,6,26035,9,4,1,0,3,1
2218,33,2,95.0,10,614,17,4,4,2,0,1
2219,44,1,112.0,11,19799,5,3,1,1,0,1
2220,19,0,85.5,10,29800,7,2,1,0,0,1
2221,292,1,158.4,7,3674,23,4,1,2,0,0
2222,134,0,65.0,12,18101,4,3,2,2,0,1
2223,5,0,80.0,12,36009,19,3,1,2,0,1
2224,212,1,63.11,8,21152,16,4,5,2,3,1
2225,7,2,152.0,9,33735,15,4,2,0,0,1
2226,0,0,114.0,12,4506,3,4,1,0,3,1
2227,114,0,150.45,6,20320,15,4,4,0,0,1
2228,154,2,112.5,7,20726,1,4,2,1,0,0
2229,11,1,90.0,4,4642,10,2,0,1,0,1
2230,4,0,80.0,2,18592,16,3,3,0,0,1
2231,158,0,70.0,3,6991,25,3,2,1,0,1
2232,28,0,75.0,10,34256,19,3,3,1,0,1
2233,3,2,123.5,9,24102,7,4,1,1,0,1
2234,14,1,110.8,6,15550,8,3,4,0,0,1
2235,38,1,78.3,1,32518,14,4,3,0,0,1
2236,1,0,66.0,2,19621,3,2,1,0,0,1
2237,85,0,90.0,9,3726,9,2,2,0,0,1
2238,71,0,120.0,6,23573,14,3,3,0,0,1
2239,198,1,159.3,9,35500,22,4,3,0,0,0
2240,273,0,95.0,5,19257,13,3,2,1,0,0
2241,31,1,55.8,12,10893,11,3,2,1,0,1
2242,19,1,159.0,9,29576,23,4,2,1,0,0
2243,107,1,130.0,6,33613,10,3,2,0,0,1
2244,8,0,119.0,5,17188,25,4,1,0,3,1
2245,40,1,6.0,1,22193,14,4,3,0,0,1
2246,20,0,187.0,7,12162,11,4,2,1,0,1
2247,24,0,46.4,11,29212,27,3,3,2,0,1
2248,314,0,68.66,12,24047,26,4,6,3,3,0
2249,136,0,121.5,7,25135,16,4,1,1,0,0
2250,56,0,79.2,3,27296,22,4,3,0,0,1
2251,1,0,107.0,4,4182,19,3,2,0,0,1
2252,4,0,121.0,5,33290,31,2,1,0,0,1
2253,14,0,70.0,3,16204,10,3,2,0,0,1
2254,81,0,65.0,3,20728,25,3,2,2,0,0
2255,13,1,137.67,4,24297,28,4,3,0,0,0
2256,98,0,58.0,3,29302,11,3,2,1,0,1
2257,39,1,81.9,3,14420,10,4,3,2,0,0
2258,148,0,99.9,5,16736,5,4,3,0,0,1
2259,43,2,150.3,7,12362,3,4,2,2,0,1
2260,47,1,129.99,8,17355,20,4,4,2,0,1
2261,32,1,65.14,6,10996,12,4,1,2,3,1
2262,83,2,90.0,11,9390,2,4,3,0,0,1
2263,69,2,119.8,12,35295,31,4,2,0,0,1
2264,67,3,93.6,11,7055,1,4,4,0,0,1
2265,104,1,105.3,5,15836,3,4,2,0,0,1
2266,42,1,97.02,10,2054,2,4,1,2,0,1
2267,106,0,65.79,5,23356,2,4,3,1,3,0
2268,209,0,89.2,9,3229,6,4,2,2,0,0
2269,192,0,102.0,9,25460,25,3,3,2,0,0
2270,68,0,90.95,4,12373,17,3,3,2,0,1
2271,143,1,246.6,7,26282,8,4,2,0,0,0
2272,2,0,0.0,8,10979,19,1,2,0,0,1
2273,6,1,103.84,9,13481,14,4,3,1,0,1
2274,5,0,75.0,8,14950,29,3,0,1,3,1
2275,78,0,100.0,3,34640,25,3,2,1,0,0
2276,9,1,149.0,9,30327,22,4,1,0,3,1
2277,19,0,100.0,6,2850,22,2,2,0,0,0
2278,62,1,76.91,4,13185,25,4,3,1,0,1
2279,121,2,181.17,9,34663,29,4,3,2,1,1
2280,178,0,100.3,6,17015,4,4,3,2,0,0
2281,0,0,131.0,3,9063,23,4,3,0,0,1
2282,2,0,74.8,2,10349,6,4,1,0,0,1
2283,195,0,72.25,8,5843,8,3,5,2,0,1
2284,28,1,205.0,10,14977,6,4,3,1,1,1
2285,85,1,85.0,10,36193,6,3,3,1,0,1
2286,2,0,75.0,8,34192,13,4,2,0,0,1
2287,191,0,132.0,6,16701,3,3,2,1,0,0
2288,30,0,152.78,10,21213,3,4,3,1,0,0
2289,6,1,128.0,10,28766,27,4,3,2,3,1
2290,142,0,130.05,7,21942,12,4,5,0,0,0
2291,142,0,109.8,8,28357,26,4,2,0,0,0
2292,309,0,65.0,5,29315,13,3,2,1,0,1
2293,91,0,80.0,9,2271,30,3,2,1,0,1
2294,18,0,111.0,6,6641,14,4,1,0,0,0
2295,35,1,88.4,11,10608,16,4,4,0,0,1
2296,57,0,84.6,7,2096,18,4,0,1,3,1
2297,75,0,80.0,3,7404,17,4,3,1,0,0
2298,13,1,85.0,3,16615,20,3,0,1,0,1
2299,116,0,90.38,2,20825,28,3,5,3,0,1
2300,22,0,97.0,11,10084,26,4,2,0,0,0
2301,50,0,114.09,11,18508,5,4,1,2,0,0
2302,109,1,90.0,11,13303,17,4,3,0,0,1
2303,122,0,86.0,3,33719,27,3,1,2,1,1
2304,192,1,176.95,7,7846,16,4,2,2,0,0
2305,50,2,127.8,10,32860,4,4,2,0,0,1
2306,48,0,131.4,4,4982,1,4,3,2,0,0
2307,0,0,115.8,9,21905,7,4,3,1,0,1
2308,65,1,119.85,5,4253,9,4,3,1,0,1
2309,141,1,163.8,9,9075,23,4,2,0,0,1
2310,26,0,111.35,6,1493,14,4,3,0,0,0
2311,1,1,153.0,8,23163,9,4,0,2,0,1
2312,35,0,171.45,8,10862,28,4,1,2,1,0
2313,44,0,75.0,2,28829,17,3,3,0,0,1
2314,44,0,75.0,2,157,17,3,3,0,0,1
2315,17,1,90.0,8,14175,29,4,1,0,0,1
2316,39,1,144.9,7,28398,10,4,0,2,0,1
2317,26,1,65.0,11,10206,23,3,3,1,0,1
2318,157,1,121.5,7,18880,14,4,2,0,0,0
2319,9,0,149.0,8,15233,17,4,2,0,0,1
2320,3,0,66.0,1,16022,18,2,2,1,0,1
2321,8,1,120.0,9,24121,23,4,1,0,0,0
2322,8,1,83.39,10,25262,25,4,1,0,3,1
2323,103,0,99.3,3,2523,23,4,3,0,0,0
2324,55,0,104.0,4,7901,6,3,1,0,1,1
2325,44,2,168.3,8,1672,14,4,2,2,0,1
2326,38,0,146.96,9,6186,24,4,5,2,0,0
2327,4,1,161.0,5,28970,28,4,1,0,0,1
2328,289,0,67.0,10,4124,17,3,1,0,0,1
2329,10,2,107.67,11,18281,18,4,2,1,0,1
2330,20,0,89.0,9,23214,11,4,0,1,3,1
2331,28,1,144.8,5,6778,20,4,2,1,0,1
2332,33,1,102.37,2,852,26,4,2,1,0,1
2333,164,0,100.0,10,10441,2,3,2,0,0,1
2334,0,2,45.0,4,2779,28,3,1,0,0,1
2335,305,0,89.0,11,17920,4,3,2,1,0,0
2336,75,0,75.0,4,25674,24,3,1,2,0,1
2337,2,0,141.0,6,29596,16,4,2,0,0,1
2338,97,0,140.4,5,24155,19,4,3,0,0,1
2339,1,1,66.0,2,567,3,2,1,0,0,1
2340,127,0,90.0,4,13473,28,3,3,1,0,1
2341,141,0,109.2,6,7084,4,4,1,2,3,0
2342,38,0,187.0,11,26445,4,4,2,0,0,1
2343,18,0,73.95,1,28489,12,4,2,0,0,1
2344,105,0,75.0,4,4647,6,4,1,0,0,0
2345,87,0,49.07,11,2744,20,3,2,1,0,1
2346,56,0,88.23,11,26859,10,4,3,1,0,1
2347,170,0,119.0,10,26688,9,4,2,2,0,0
2348,12,0,91.45,11,9958,3,4,4,0,0,1
2349,200,1,105.4,8,798,31,4,4,0,0,0
2350,35,0,116.1,3,29940,16,4,2,0,1,0
2351,81,0,135.0,10,993,21,4,2,1,0,0
2352,322,0,80.0,5,33502,19,3,3,1,0,0
2353,67,0,57.0,1,4889,29,3,2,0,0,1
2354,35,0,144.63,10,34299,2,4,2,2,0,1
2355,18,0,88.8,5,6568,9,3,1,1,0,1
2356,138,0,71.0,4,28920,23,3,1,2,0,1
2357,69,0,120.0,6,33079,12,3,4,2,0,0
2358,59,0,126.0,12,12258,11,4,1,2,0,0
2359,151,0,71.0,1,25657,19,3,3,0,0,1
2360,151,0,80.0,1,31449,19,3,3,0,0,1
2361,2,1,89.0,4,30579,13,2,2,0,0,1
2362,20,1,68.85,11,1169,11,4,5,2,0,1
2363,194,2,96.3,10,3204,29,4,1,2,0,0
2364,1,1,121.33,9,25442,3,4,3,0,3,1
2365,177,0,84.39,8,8447,22,4,5,2,3,0
2366,115,0,76.0,2,24842,27,3,2,2,0,1
2367,2,0,125.0,9,29711,1,2,1,0,0,1
2368,247,1,115.0,6,33199,6,3,1,1,1,0
2369,157,0,108.0,10,32942,3,4,2,1,3,0
2370,74,0,109.0,9,29137,18,3,2,0,1,1
2371,301,0,90.0,7,14963,30,3,1,1,1,1
2372,308,0,52.0,11,9323,25,3,2,0,0,0
2373,5,0,185.33,12,21386,3,4,1,2,0,1
2374,52,2,72.76,9,7447,7,4,1,1,0,1
2375,0,1,150.0,5,27528,11,4,3,0,0,1
2376,19,2,99.0,9,23178,12,4,0,1,0,1
2377,54,0,66.5,10,19843,16,3,2,2,0,1
2378,51,0,75.0,11,34300,9,3,3,0,0,1
2379,24,1,123.5,12,9067,4,4,2,2,0,1
2380,43,0,68.0,3,6680,25,3,2,1,0,1
2381,156,0,103.5,8,23953,21,4,1,2,3,0
2382,245,0,75.0,6,17902,17,3,2,0,0,0
2383,93,1,73.95,3,21033,17,4,3,2,0,1
2384,36,1,63.06,3,4493,9,4,4,0,0,0
2385,19,0,130.0,5,25278,2,4,2,1,0,1
2386,47,0,85.0,8,24887,22,3,3,1,0,1
2387,23,0,109.0,1,3820,2,3,1,2,1,1
2388,83,2,123.9,6,18074,3,4,2,1,0,1
2389,102,0,101.5,10,3544,16,4,2,0,1,0
2390,38,0,151.47,8,19303,19,4,2,2,0,0
2391,87,1,102.3,6,12871,26,4,1,2,0,1
2392,174,0,95.67,9,13031,22,3,3,0,0,1
2393,140,0,70.0,12,35493,29,3,5,0,0,1
2394,3,0,65.0,9,25478,26,2,7,3,0,1
2395,8,0,173.8,5,3585,21,3,1,1,0,1
2396,13,0,147.9,11,3962,13,4,4,2,0,0
2397,2,0,100.0,6,34185,1,3,1,0,0,1
2398,5,0,100.0,9,17031,20,2,0,2,0,1
2399,277,1,89.14,9,19644,5,3,5,2,1,1
2400,0,1,0.0,6,16343,16,1,1,0,0,1
2401,164,0,100.0,10,34246,2,3,2,0,0,1
2402,14,0,105.0,7,34775,21,2,2,0,0,1
2403,255,1,80.85,6,1882,3,4,1,0,0,0
2404,315,0,52.0,12,26189,2,3,2,0,0,1
2405,377,1,115.0,10,4771,14,4,2,0,1,0
2406,85,0,125.0,9,1536,30,3,3,0,1,1
2407,128,1,132.3,10,36090,18,4,5,1,0,1
2408,20,1,185.0,11,27410,8,4,2,0,3,1
2409,67,0,168.9,12,14915,27,4,3,0,0,0
2410,1,1,159.0,9,17284,15,4,1,0,3,1
2411,96,2,141.56,7,15603,9,4,5,2,0,1
2412,91,1,0.0,11,7860,18,1,2,0,0,1
2413,240,2,67.5,12,8285,10,4,1,2,3,0
2414,2,0,75.0,8,6730,28,3,1,2,3,1
2415,305,0,89.0,11,9947,4,3,2,1,0,0
2416,80,0,136.0,10,26379,9,3,2,0,1,1
2417,85,2,114.3,7,8679,2,4,1,1,0,1
2418,28,0,74.08,3,11758,7,4,5,2,0,1
2419,92,0,70.0,10,30194,7,3,4,0,0,1
2420,167,1,104.4,10,17297,26,4,5,2,0,0
2421,292,0,115.0,7,10126,21,3,2,0,1,0
2422,37,0,105.0,10,33576,13,3,3,0,0,1
2423,4,0,67.0,3,7580,22,2,1,0,0,1
2424,55,2,131.4,3,19620,22,4,3,0,0,1
2425,71,0,132.6,5,5096,7,4,4,2,0,1
2426,39,0,109.0,8,12628,14,3,2,0,1,1
2427,44,1,54.71,11,6241,15,4,5,1,3,1
2428,104,0,75.0,12,15691,3,3,3,0,0,1
2429,34,2,88.0,11,71,14,4,0,1,3,1
2430,4,2,0.0,11,10143,20,1,1,0,0,1
2431,52,0,85.0,5,1013,27,3,2,1,0,1
2432,66,2,179.1,11,8598,7,4,3,1,0,1
2433,3,1,120.0,10,7300,16,4,0,1,3,1
2434,28,0,97.0,1,18177,8,3,2,0,1,1
2435,107,0,130.5,9,15024,19,4,1,1,0,0
2436,346,1,115.0,9,20786,13,3,2,0,1,0
2437,0,0,154.0,7,19228,27,4,2,0,3,1
2438,136,1,122.4,11,24564,22,4,2,0,0,0
2439,7,0,82.0,1,32606,4,4,2,1,0,1
2440,140,0,177.3,5,8653,7,4,1,0,0,0
2441,33,0,135.9,3,4995,24,4,2,0,0,1
2442,100,1,136.0,5,10118,19,4,3,1,0,1
2443,14,1,112.0,11,7082,3,4,1,0,0,0
2444,0,0,79.0,1,32184,19,4,2,0,0,1
2445,6,2,109.0,9,21654,14,4,2,1,0,1
2446,5,1,120.0,10,30546,19,4,1,1,0,1
2447,3,0,126.0,10,17212,11,4,0,1,0,1
2448,67,0,185.1,4,19437,27,4,3,0,0,0
2449,94,3,72.25,12,29762,4,4,2,1,0,1
2450,10,3,107.8,10,667,16,4,1,2,3,1
2451,7,0,156.0,6,16732,18,4,3,2,0,0
2452,206,0,132.77,9,28686,23,4,3,2,1,0
2453,12,0,65.0,8,27752,5,2,3,0,0,1
2454,48,2,111.6,10,14725,2,4,2,0,0,1
2455,304,0,89.0,11,28691,3,3,3,0,0,0
2456,13,2,114.0,11,17309,16,4,1,0,0,1
2457,107,1,130.0,5,12852,7,4,1,2,0,0
2458,14,1,153.38,9,21766,14,4,4,1,0,1
2459,82,1,99.45,4,11539,8,4,2,2,0,1
2460,5,2,196.0,6,6777,26,4,2,2,1,1
2461,214,1,90.95,10,11344,20,4,5,2,0,1
2462,173,1,84.43,9,4478,1,4,3,1,3,1
2463,48,0,104.0,9,34186,11,3,1,0,1,1
2464,19,1,165.0,9,13825,5,4,1,2,0,1
2465,5,1,89.89,11,30315,27,4,2,2,0,1
2466,193,1,93.09,9,2829,29,4,3,0,0,0
2467,12,0,85.0,10,1375,3,3,2,1,0,1
2468,56,0,60.0,11,879,6,3,2,2,0,1
2469,130,2,67.5,3,30879,25,3,2,1,0,1
2470,3,1,129.0,2,673,8,4,0,1,1,1
2471,221,0,65.0,10,4248,17,3,1,2,0,1
2472,3,1,120.0,10,24270,1,4,1,0,0,1
2473,49,1,65.75,2,30054,22,4,3,1,3,1
2474,49,0,65.0,9,10898,22,2,1,0,0,1
2475,17,0,102.15,5,24247,30,4,2,1,0,0
2476,386,1,115.0,10,2014,23,4,0,2,1,0
2477,263,0,59.5,9,890,21,3,0,1,0,1
2478,4,1,211.33,9,27955,14,3,2,1,0,1
2479,3,0,132.0,10,21768,19,2,2,1,0,1
2480,9,1,84.0,3,27023,29,4,2,0,3,1
2481,47,0,99.9,4,23964,12,4,1,0,0,0
2482,14,1,78.54,9,5697,4,4,3,2,0,1
2483,92,1,49.07,11,14564,26,3,3,0,0,1
2484,45,2,145.35,7,25845,9,4,2,2,0,1
2485,14,0,100.0,10,31006,15,3,2,0,0,1
2486,41,0,81.08,4,30565,21,4,1,0,0,0
2487,19,2,74.8,11,21725,24,4,3,1,3,1
2488,8,1,116.78,8,34592,17,4,3,0,0,1
2489,43,0,68.0,11,25536,1,3,5,0,0,1
2490,188,0,130.0,6,15343,15,3,2,0,0,0
2491,54,1,95.0,10,5587,29,3,1,2,0,1
2492,19,0,129.0,9,7711,24,4,1,2,3,0
2493,93,0,61.0,12,22079,30,3,4,0,0,1
2494,102,0,109.0,10,10268,16,3,2,0,1,1
2495,279,0,110.0,10,28751,12,3,3,0,0,0
2496,294,1,117.0,9,29941,21,3,4,0,1,0
2497,10,1,157.0,8,22400,14,4,0,2,0,1
2498,96,2,79.2,11,5480,25,4,2,0,3,0
2499,18,1,82.8,2,11996,7,4,1,2,0,1
2500,59,1,137.7,7,12750,28,4,2,0,0,1
2501,225,0,96.3,8,8912,12,4,2,0,0,0
2502,88,1,151.2,10,33092,20,4,3,0,0,1
2503,0,2,93.5,7,25011,23,4,1,0,0,1
2504,186,0,40.0,4,17877,22,3,2,1,0,1
2505,5,0,135.0,10,25485,19,4,3,1,0,1
2506,167,1,72.25,7,27266,25,3,1,1,0,1
2507,74,0,186.3,6,17298,15,4,2,0,0,0
2508,41,1,65.0,12,7431,27,3,1,0,0,1
2509,7,1,93.0,2,23105,20,4,1,0,0,1
2510,32,0,92.88,10,13983,25,4,5,1,0,1
2511,27,3,101.43,11,26567,11,4,4,2,0,1
2512,84,0,80.0,11,32810,11,3,1,0,0,1
2513,60,1,65.0,10,29504,12,3,3,1,0,1
2514,1,0,107.0,4,30006,19,3,2,0,0,1
2515,75,1,115.5,7,23384,8,4,2,1,0,1
2516,128,0,104.18,5,10052,5,4,3,0,0,1
2517,40,0,168.3,7,32218,26,4,3,0,0,0
2518,6,0,162.33,9,17712,18,4,1,2,0,0
2519,12,0,65.0,8,21916,5,2,3,0,0,1
2520,54,0,54.46,3,7559,28,4,4,1,3,1
2521,159,0,114.3,8,31760,8,4,2,1,0,0
2522,168,2,72.25,8,25584,12,3,3,2,0,1
2523,245,0,110.0,7,34395,6,3,4,2,0,0
2524,1,0,89.0,8,35644,10,4,3,1,0,1
2525,47,1,123.96,4,13378,28,4,3,1,0,1
2526,151,1,79.2,11,21029,25,4,2,0,3,0
2527,269,1,70.0,12,2698,29,3,3,2,0,1
2528,53,2,113.4,10,5253,5,4,2,0,0,1
2529,146,0,100.3,6,13351,1,4,4,0,0,0
2530,229,2,177.3,8,10313,21,4,1,2,0,0
2531,95,0,75.1,3,31620,23,4,3,0,3,1
2532,37,0,105.0,10,10331,13,3,3,0,0,1
2533,131,0,99.9,5,16073,5,4,3,0,0,0
2534,8,2,151.33,9,9230,30,4,3,0,0,1
2535,188,0,130.0,6,6326,15,4,2,0,0,0
2536,105,0,75.0,4,20557,6,3,1,0,0,0
